Executable,OMP_NUM_THREADS,OMP_PROC_BIND,OMP_SCHEDULE,Execution Time (s)
DRB046-doall2-orig-no,96,close,guided,1.1046619415283203
DRB046-doall2-orig-no,96,spread,static,0.8262903690338135
DRB046-doall2-orig-no,96,spread,dynamic,4.5837180614471436
DRB046-doall2-orig-no,96,spread,guided,1.3273813724517822
DRB046-doall2-orig-no,128,true,static,0.8287451267242432
DRB046-doall2-orig-no,128,true,dynamic,4.085301637649536
DRB046-doall2-orig-no,128,true,guided,1.578307867050171
DRB046-doall2-orig-no,128,false,static,1.0775237083435059
DRB046-doall2-orig-no,128,false,dynamic,3.9890522956848145
DRB046-doall2-orig-no,128,false,guided,1.3374807834625244
DRB046-doall2-orig-no,128,close,static,1.0466663837432861
DRB046-doall2-orig-no,128,close,dynamic,5.404271125793457
DRB046-doall2-orig-no,128,close,guided,1.5813384056091309
DRB046-doall2-orig-no,128,spread,static,0.8291268348693848
DRB046-doall2-orig-no,128,spread,dynamic,4.086949586868286
DRB046-doall2-orig-no,128,spread,guided,1.5813055038452148
DRB046-doall2-orig-no,160,true,static,1.078516960144043
DRB046-doall2-orig-no,160,true,dynamic,5.835764408111572
DRB046-doall2-orig-no,160,true,guided,1.8290295600891113
DRB046-doall2-orig-no,160,false,static,1.0808155536651611
DRB046-doall2-orig-no,160,false,dynamic,4.140937566757202
DRB046-doall2-orig-no,160,false,guided,1.4890449047088623
DRB046-doall2-orig-no,160,close,static,1.1072747707366943
DRB046-doall2-orig-no,160,close,dynamic,5.825716733932495
DRB046-doall2-orig-no,160,close,guided,1.8466095924377441
DRB046-doall2-orig-no,160,spread,static,1.080141305923462
DRB046-doall2-orig-no,160,spread,dynamic,5.835964202880859
DRB046-doall2-orig-no,160,spread,guided,1.8283300399780273
DRB046-doall2-orig-no,192,true,static,1.1137278079986572
DRB046-doall2-orig-no,192,true,dynamic,6.107052326202393
DRB046-doall2-orig-no,192,true,guided,1.9388420581817627
DRB046-doall2-orig-no,192,false,static,1.0800471305847168
DRB046-doall2-orig-no,192,false,dynamic,3.9328770637512207
DRB046-doall2-orig-no,192,false,guided,1.6066019535064697
DRB046-doall2-orig-no,192,close,static,1.1304590702056885
DRB046-doall2-orig-no,192,close,dynamic,6.193091869354248
DRB046-doall2-orig-no,192,close,guided,1.9332671165466309
DRB046-doall2-orig-no,192,spread,static,1.1065475940704346
DRB046-doall2-orig-no,192,spread,dynamic,6.201134204864502
DRB046-doall2-orig-no,192,spread,guided,2.0287041664123535
DRB053-inneronly1-orig-no,4,true,static,0.16720819473266602
DRB053-inneronly1-orig-no,4,true,dynamic,1.0819423198699951
DRB053-inneronly1-orig-no,4,true,guided,0.16469144821166992
DRB053-inneronly1-orig-no,4,false,static,0.16495800018310547
DRB053-inneronly1-orig-no,4,false,dynamic,1.0777332782745361
DRB053-inneronly1-orig-no,4,false,guided,0.1651766300201416
DRB053-inneronly1-orig-no,4,close,static,0.08436059951782227
DRB053-inneronly1-orig-no,4,close,dynamic,0.32714080810546875
DRB053-inneronly1-orig-no,4,close,guided,0.10148954391479492
DRB053-inneronly1-orig-no,4,spread,static,0.16582751274108887
DRB053-inneronly1-orig-no,4,spread,dynamic,1.0774853229522705
DRB053-inneronly1-orig-no,4,spread,guided,0.1665947437286377
DRB053-inneronly1-orig-no,8,true,static,0.16804838180541992
DRB053-inneronly1-orig-no,8,true,dynamic,1.0798711776733398
DRB053-inneronly1-orig-no,8,true,guided,0.3282124996185303
DRB053-inneronly1-orig-no,8,false,static,0.11796331405639648
DRB053-inneronly1-orig-no,8,false,dynamic,0.9285545349121094
DRB053-inneronly1-orig-no,8,false,guided,0.32600831985473633
DRB053-inneronly1-orig-no,8,close,static,0.08429121971130371
DRB053-inneronly1-orig-no,8,close,dynamic,0.32558131217956543
DRB053-inneronly1-orig-no,8,close,guided,0.16471576690673828
DRB053-inneronly1-orig-no,8,spread,static,0.16472530364990234
DRB053-inneronly1-orig-no,8,spread,dynamic,1.0773441791534424
DRB053-inneronly1-orig-no,8,spread,guided,0.32555317878723145
DRB053-inneronly1-orig-no,16,true,static,0.16433405876159668
DRB053-inneronly1-orig-no,16,true,dynamic,1.0780329704284668
DRB053-inneronly1-orig-no,16,true,guided,0.32560229301452637
DRB053-inneronly1-orig-no,16,false,static,0.16496706008911133
DRB053-inneronly1-orig-no,16,false,dynamic,1.0777535438537598
DRB053-inneronly1-orig-no,16,false,guided,0.3258941173553467
DRB053-inneronly1-orig-no,16,close,static,0.1161799430847168
DRB053-inneronly1-orig-no,16,close,dynamic,0.3339064121246338
DRB053-inneronly1-orig-no,16,close,guided,0.16496753692626953
DRB053-inneronly1-orig-no,16,spread,static,0.16466569900512695
DRB053-inneronly1-orig-no,16,spread,dynamic,1.0772244930267334
DRB053-inneronly1-orig-no,16,spread,guided,0.32560110092163086
DRB053-inneronly1-orig-no,24,true,static,0.1646595001220703
DRB053-inneronly1-orig-no,24,true,dynamic,1.0767338275909424
DRB053-inneronly1-orig-no,24,true,guided,0.325519323348999
DRB053-inneronly1-orig-no,24,false,static,0.22919726371765137
DRB053-inneronly1-orig-no,24,false,dynamic,0.8289840221405029
DRB053-inneronly1-orig-no,24,false,guided,0.32608747482299805
DRB053-inneronly1-orig-no,24,close,static,0.16603922843933105
DRB053-inneronly1-orig-no,24,close,dynamic,0.32767319679260254
DRB053-inneronly1-orig-no,24,close,guided,0.1662580966949463
DRB053-inneronly1-orig-no,24,spread,static,0.1666734218597412
DRB053-inneronly1-orig-no,24,spread,dynamic,1.077354907989502
DRB053-inneronly1-orig-no,24,spread,guided,0.3258991241455078
DRB053-inneronly1-orig-no,32,true,static,0.1716904640197754
DRB053-inneronly1-orig-no,32,true,dynamic,0.8262932300567627
DRB053-inneronly1-orig-no,32,true,guided,0.3255727291107178
DRB053-inneronly1-orig-no,32,false,static,0.22957181930541992
DRB053-inneronly1-orig-no,32,false,dynamic,0.5769553184509277
DRB053-inneronly1-orig-no,32,false,guided,0.32604289054870605
DRB053-inneronly1-orig-no,32,close,static,0.16955089569091797
DRB053-inneronly1-orig-no,32,close,dynamic,0.32784295082092285
DRB053-inneronly1-orig-no,32,close,guided,0.19903564453125
DRB053-inneronly1-orig-no,32,spread,static,0.16608476638793945
DRB053-inneronly1-orig-no,32,spread,dynamic,0.829169750213623
DRB053-inneronly1-orig-no,32,spread,guided,0.3279263973236084
DRB053-inneronly1-orig-no,40,true,static,0.16533160209655762
DRB053-inneronly1-orig-no,40,true,dynamic,0.8265273571014404
DRB053-inneronly1-orig-no,40,true,guided,0.5762157440185547
DRB053-inneronly1-orig-no,40,false,static,0.39430713653564453
DRB053-inneronly1-orig-no,40,false,dynamic,0.5768125057220459
DRB053-inneronly1-orig-no,40,false,guided,0.37622857093811035
DRB053-inneronly1-orig-no,40,close,static,0.16959524154663086
DRB053-inneronly1-orig-no,40,close,dynamic,0.3303108215332031
DRB053-inneronly1-orig-no,40,close,guided,0.32788920402526855
DRB053-inneronly1-orig-no,40,spread,static,0.16619110107421875
DRB053-inneronly1-orig-no,40,spread,dynamic,0.8293201923370361
DRB053-inneronly1-orig-no,40,spread,guided,0.5787358283996582
DRB053-inneronly1-orig-no,48,true,static,0.1666562557220459
DRB053-inneronly1-orig-no,48,true,dynamic,0.5782489776611328
DRB053-inneronly1-orig-no,48,true,guided,0.5788581371307373
DRB053-inneronly1-orig-no,48,false,static,0.3275899887084961
DRB053-inneronly1-orig-no,48,false,dynamic,0.8298850059509277
DRB053-inneronly1-orig-no,48,false,guided,0.4277815818786621
DRB053-inneronly1-orig-no,48,close,static,0.16655707359313965
DRB053-inneronly1-orig-no,48,close,dynamic,0.32764101028442383
DRB053-inneronly1-orig-no,48,close,guided,0.3276956081390381
DRB053-inneronly1-orig-no,48,spread,static,0.16551804542541504
DRB053-inneronly1-orig-no,48,spread,dynamic,0.5781142711639404
DRB053-inneronly1-orig-no,48,spread,guided,0.5258457660675049
DRB053-inneronly1-orig-no,64,true,static,0.16460061073303223
DRB053-inneronly1-orig-no,64,true,dynamic,0.576014518737793
DRB053-inneronly1-orig-no,64,true,guided,0.3254859447479248
DRB053-inneronly1-orig-no,64,false,static,0.4770498275756836
DRB053-inneronly1-orig-no,64,false,dynamic,0.927229642868042
DRB053-inneronly1-orig-no,64,false,guided,0.8271059989929199
DRB053-inneronly1-orig-no,64,close,static,0.17315912246704102
DRB053-inneronly1-orig-no,64,close,dynamic,0.3282463550567627
DRB053-inneronly1-orig-no,64,close,guided,0.32796430587768555
DRB053-inneronly1-orig-no,64,spread,static,0.16800212860107422
DRB053-inneronly1-orig-no,64,spread,dynamic,0.5780048370361328
DRB053-inneronly1-orig-no,64,spread,guided,0.425565242767334
DRB053-inneronly1-orig-no,96,true,static,0.1965315341949463
DRB053-inneronly1-orig-no,96,true,dynamic,0.5784950256347656
DRB053-inneronly1-orig-no,96,true,guided,0.5786612033843994
DRB053-inneronly1-orig-no,96,false,static,0.878908634185791
DRB053-inneronly1-orig-no,96,false,dynamic,1.680283784866333
DRB053-inneronly1-orig-no,96,false,guided,1.3301262855529785
DRB053-inneronly1-orig-no,96,close,static,0.1662914752960205
DRB053-inneronly1-orig-no,96,close,dynamic,0.32656431198120117
DRB053-inneronly1-orig-no,96,close,guided,0.32569122314453125
DRB053-inneronly1-orig-no,96,spread,static,0.1639852523803711
DRB053-inneronly1-orig-no,96,spread,dynamic,0.5760414600372314
DRB053-inneronly1-orig-no,96,spread,guided,0.5761797428131104
DRB053-inneronly1-orig-no,128,true,static,0.3250546455383301
DRB053-inneronly1-orig-no,128,true,dynamic,0.5759305953979492
DRB053-inneronly1-orig-no,128,true,guided,0.575984001159668
DRB053-inneronly1-orig-no,128,false,static,1.077526330947876
DRB053-inneronly1-orig-no,128,false,dynamic,2.2298295497894287
DRB053-inneronly1-orig-no,128,false,guided,2.0795252323150635
DRB053-inneronly1-orig-no,128,close,static,0.32529258728027344
DRB053-inneronly1-orig-no,128,close,dynamic,0.5811264514923096
DRB053-inneronly1-orig-no,128,close,guided,0.5816686153411865
DRB053-inneronly1-orig-no,128,spread,static,0.3253176212310791
DRB053-inneronly1-orig-no,128,spread,dynamic,0.5761547088623047
DRB053-inneronly1-orig-no,128,spread,guided,0.5764100551605225
DRB053-inneronly1-orig-no,160,true,static,0.3251461982727051
DRB053-inneronly1-orig-no,160,true,dynamic,0.5762512683868408
DRB053-inneronly1-orig-no,160,true,guided,0.5760173797607422
DRB053-inneronly1-orig-no,160,false,static,1.3278732299804688
DRB053-inneronly1-orig-no,160,false,dynamic,2.2822299003601074
DRB053-inneronly1-orig-no,160,false,guided,2.5805344581604004
DRB053-inneronly1-orig-no,160,close,static,0.3296036720275879
DRB053-inneronly1-orig-no,160,close,dynamic,0.5897011756896973
DRB053-inneronly1-orig-no,160,close,guided,0.588688850402832
DRB053-inneronly1-orig-no,160,spread,static,0.3252990245819092
DRB053-inneronly1-orig-no,160,spread,dynamic,0.5762808322906494
DRB053-inneronly1-orig-no,160,spread,guided,0.5762135982513428
DRB053-inneronly1-orig-no,192,true,static,0.33689069747924805
DRB053-inneronly1-orig-no,192,true,dynamic,0.5806736946105957
DRB053-inneronly1-orig-no,192,true,guided,0.5826151371002197
DRB053-inneronly1-orig-no,192,false,static,1.7789726257324219
DRB053-inneronly1-orig-no,192,false,dynamic,2.2822659015655518
DRB053-inneronly1-orig-no,192,false,guided,2.730703353881836
DRB053-inneronly1-orig-no,192,close,static,0.3327217102050781
DRB053-inneronly1-orig-no,192,close,dynamic,0.5922939777374268
DRB053-inneronly1-orig-no,192,close,guided,0.5806758403778076
DRB053-inneronly1-orig-no,192,spread,static,0.34406328201293945
DRB053-inneronly1-orig-no,192,spread,dynamic,0.5846679210662842
DRB053-inneronly1-orig-no,192,spread,guided,0.5885515213012695
DRB054-inneronly2-orig-no,4,true,static,0.1501760482788086
DRB054-inneronly2-orig-no,4,true,dynamic,1.079836130142212
DRB054-inneronly2-orig-no,4,true,guided,0.16626954078674316
DRB054-inneronly2-orig-no,4,false,static,0.16434764862060547
DRB054-inneronly2-orig-no,4,false,dynamic,1.0776002407073975
DRB054-inneronly2-orig-no,4,false,guided,0.16584277153015137
DRB054-inneronly2-orig-no,4,close,static,0.08567214012145996
DRB054-inneronly2-orig-no,4,close,dynamic,0.3274726867675781
DRB054-inneronly2-orig-no,4,close,guided,0.16668367385864258
DRB054-inneronly2-orig-no,4,spread,static,0.1664271354675293
DRB054-inneronly2-orig-no,4,spread,dynamic,1.080223560333252
DRB054-inneronly2-orig-no,4,spread,guided,0.16652703285217285
